,Object,Accuracy,Frame No,Yolo_Time,FPS
183,person,0.9556770920753479,4,0.0,10
184,person,0.8875818848609924,4,0.0,10
185,person,0.5950194597244263,4,0.0,10
186,cell phone,0.9567780494689941,4,0.0,10
187,cell phone,0.5454586148262024,4,0.0,10
188,cell phone,0.9734318256378174,5,0.0,10
189,person,0.7658163905143738,5,0.0,10
190,person,0.6359427571296692,5,0.0,10
191,person,0.9556770920753479,5,0.0,10
192,person,0.8875818848609924,5,0.0,10
193,person,0.5950194597244263,5,0.0,10
194,cell phone,0.9567780494689941,5,0.0,10
195,cell phone,0.5454586148262024,5,0.0,10
196,cell phone,0.9734318256378174,0,0.0,10
197,person,0.7658163905143738,0,0.0,10
198,person,0.6359427571296692,0,0.0,10
199,person,0.9556770920753479,0,0.0,10
200,person,0.8875818848609924,0,0.0,10
201,person,0.5950194597244263,0,0.0,10
202,cell phone,0.9567780494689941,0,0.0,10
203,cell phone,0.5454586148262024,0,0.0,10
204,cell phone,0.7915909886360168,1,0.735569953918457,10
205,person,0.8554421663284302,1,0.735569953918457,10
206,person,0.8854124546051025,1,0.735569953918457,10
207,person,0.9855524897575378,1,0.735569953918457,10
208,person,0.9762507677078247,1,0.735569953918457,10
209,person,0.5225064754486084,1,0.735569953918457,10
210,cell phone,0.5043238401412964,1,0.735569953918457,10
211,cell phone,0.9160317778587341,1,0.735569953918457,10
212,cell phone,0.5508696436882019,1,0.735569953918457,10
213,cell phone,0.7915909886360168,2,0.0,1
214,person,0.8554421663284302,2,0.0,1
215,person,0.8854124546051025,2,0.0,1
216,person,0.9855524897575378,2,0.0,1
217,person,0.9762507677078247,2,0.0,1
218,person,0.5225064754486084,2,0.0,1
219,cell phone,0.5043238401412964,2,0.0,1
220,cell phone,0.9160317778587341,2,0.0,1
221,cell phone,0.5508696436882019,2,0.0,1
222,cell phone,0.7915909886360168,3,0.0,10
223,person,0.8554421663284302,3,0.0,10
224,person,0.8854124546051025,3,0.0,10
225,person,0.9855524897575378,3,0.0,10
226,person,0.9762507677078247,3,0.0,10
227,person,0.5225064754486084,3,0.0,10
228,cell phone,0.5043238401412964,3,0.0,10
229,cell phone,0.9160317778587341,3,0.0,10
230,cell phone,0.5508696436882019,3,0.0,10
231,cell phone,0.7915909886360168,4,0.0,10
232,person,0.8554421663284302,4,0.0,10
233,person,0.8854124546051025,4,0.0,10
234,person,0.9855524897575378,4,0.0,10
235,person,0.9762507677078247,4,0.0,10
236,person,0.5225064754486084,4,0.0,10
237,cell phone,0.5043238401412964,4,0.0,10
238,cell phone,0.9160317778587341,4,0.0,10
239,cell phone,0.5508696436882019,4,0.0,10
240,cell phone,0.7915909886360168,5,0.0,10
241,person,0.8554421663284302,5,0.0,10
242,person,0.8854124546051025,5,0.0,10
243,person,0.9855524897575378,5,0.0,10
244,person,0.9762507677078247,5,0.0,10
245,person,0.5225064754486084,5,0.0,10
246,cell phone,0.5043238401412964,5,0.0,10
247,cell phone,0.9160317778587341,5,0.0,10
248,cell phone,0.5508696436882019,5,0.0,10
249,cell phone,0.7915909886360168,0,0.0,12
250,person,0.8554421663284302,0,0.0,12
251,person,0.8854124546051025,0,0.0,12
252,person,0.9855524897575378,0,0.0,12
253,person,0.9762507677078247,0,0.0,12
254,person,0.5225064754486084,0,0.0,12
255,cell phone,0.5043238401412964,0,0.0,12
256,cell phone,0.9160317778587341,0,0.0,12
257,cell phone,0.5508696436882019,0,0.0,12
258,cell phone,0.882786750793457,1,0.7250585556030273,12
259,cell phone,0.9975619912147522,1,0.7250585556030273,12
260,cell phone,0.6304267048835754,1,0.7250585556030273,12
261,cell phone,0.8431605696678162,1,0.7250585556030273,12
262,person,0.554684042930603,1,0.7250585556030273,12
263,person,0.5358422994613647,1,0.7250585556030273,12
264,cell phone,0.5876590609550476,1,0.7250585556030273,12
265,cell phone,0.882786750793457,2,0.0,1
266,cell phone,0.9975619912147522,2,0.0,1
267,cell phone,0.6304267048835754,2,0.0,1
268,cell phone,0.8431605696678162,2,0.0,1
269,person,0.554684042930603,2,0.0,1
270,person,0.5358422994613647,2,0.0,1
271,cell phone,0.5876590609550476,2,0.0,1
272,cell phone,0.882786750793457,3,0.0,12
273,cell phone,0.9975619912147522,3,0.0,12
274,cell phone,0.6304267048835754,3,0.0,12
275,cell phone,0.8431605696678162,3,0.0,12
276,person,0.554684042930603,3,0.0,12
277,person,0.5358422994613647,3,0.0,12
278,cell phone,0.5876590609550476,3,0.0,12
279,cell phone,0.882786750793457,4,0.0,12
280,cell phone,0.9975619912147522,4,0.0,12
281,cell phone,0.6304267048835754,4,0.0,12
282,cell phone,0.8431605696678162,4,0.0,12
283,person,0.554684042930603,4,0.0,12
284,person,0.5358422994613647,4,0.0,12
285,cell phone,0.5876590609550476,4,0.0,12
286,cell phone,0.882786750793457,5,0.0,12
287,cell phone,0.9975619912147522,5,0.0,12
288,cell phone,0.6304267048835754,5,0.0,12
289,cell phone,0.8431605696678162,5,0.0,12
290,person,0.554684042930603,5,0.0,12
291,person,0.5358422994613647,5,0.0,12
292,cell phone,0.5876590609550476,5,0.0,12
293,cell phone,0.882786750793457,0,0.0,12
294,cell phone,0.9975619912147522,0,0.0,12
295,cell phone,0.6304267048835754,0,0.0,12
296,cell phone,0.8431605696678162,0,0.0,12
297,person,0.554684042930603,0,0.0,12
298,person,0.5358422994613647,0,0.0,12
299,cell phone,0.5876590609550476,0,0.0,12
300,cell phone,0.924781322479248,1,0.7320544719696045,12
301,cell phone,0.9963527321815491,1,0.7320544719696045,12
302,cell phone,0.8371268510818481,1,0.7320544719696045,12
303,cell phone,0.924781322479248,2,0.0,1
304,cell phone,0.9963527321815491,2,0.0,1
305,cell phone,0.8371268510818481,2,0.0,1
306,cell phone,0.924781322479248,3,0.0,20
307,cell phone,0.9963527321815491,3,0.0,20
308,cell phone,0.8371268510818481,3,0.0,20
309,cell phone,0.924781322479248,4,0.0,18
310,cell phone,0.9963527321815491,4,0.0,18
311,cell phone,0.8371268510818481,4,0.0,18
312,cell phone,0.924781322479248,5,0.0,23
313,cell phone,0.9963527321815491,5,0.0,23
314,cell phone,0.8371268510818481,5,0.0,23
315,cell phone,0.924781322479248,0,0.0,19
316,cell phone,0.9963527321815491,0,0.0,19
317,cell phone,0.8371268510818481,0,0.0,19
318,cell phone,0.9192327260971069,1,0.7520451545715332,27
319,cell phone,0.6637425422668457,1,0.7520451545715332,27
320,cell phone,0.9908105731010437,1,0.7520451545715332,27
321,cell phone,0.9623830318450928,1,0.7520451545715332,27
322,cell phone,0.9192327260971069,2,0.0,1
323,cell phone,0.6637425422668457,2,0.0,1
324,cell phone,0.9908105731010437,2,0.0,1
325,cell phone,0.9623830318450928,2,0.0,1
326,cell phone,0.9192327260971069,3,0.0,15
327,cell phone,0.6637425422668457,3,0.0,15
328,cell phone,0.9908105731010437,3,0.0,15
329,cell phone,0.9623830318450928,3,0.0,15
330,cell phone,0.9192327260971069,4,0.0,18
331,cell phone,0.6637425422668457,4,0.0,18
332,cell phone,0.9908105731010437,4,0.0,18
333,cell phone,0.9623830318450928,4,0.0,18
334,cell phone,0.9192327260971069,5,0.0,16
335,cell phone,0.6637425422668457,5,0.0,16
336,cell phone,0.9908105731010437,5,0.0,16
337,cell phone,0.9623830318450928,5,0.0,16
338,cell phone,0.9192327260971069,0,0.0,15
339,cell phone,0.6637425422668457,0,0.0,15
340,cell phone,0.9908105731010437,0,0.0,15
341,cell phone,0.9623830318450928,0,0.0,15
342,cell phone,0.9474243521690369,1,0.7220556735992432,16
343,cell phone,0.9473203420639038,1,0.7220556735992432,16
344,cell phone,0.9474243521690369,2,0.0,1
345,cell phone,0.9473203420639038,2,0.0,1
346,cell phone,0.9474243521690369,3,0.0,17
347,cell phone,0.9473203420639038,3,0.0,17
348,cell phone,0.9474243521690369,4,0.0,27
349,cell phone,0.9473203420639038,4,0.0,27
350,cell phone,0.9474243521690369,5,0.0,20
351,cell phone,0.9473203420639038,5,0.0,20
352,cell phone,0.9474243521690369,0,0.0,17
353,cell phone,0.9473203420639038,0,0.0,17
354,cell phone,0.5230259299278259,1,0.7150568962097168,27
355,cell phone,0.9914898872375488,1,0.7150568962097168,27
356,cell phone,0.7257113456726074,1,0.7150568962097168,27
357,cell phone,0.5230259299278259,2,0.0,1
358,cell phone,0.9914898872375488,2,0.0,1
359,cell phone,0.7257113456726074,2,0.0,1
360,cell phone,0.5230259299278259,3,0.0,16
361,cell phone,0.9914898872375488,3,0.0,16
362,cell phone,0.7257113456726074,3,0.0,16
363,cell phone,0.5230259299278259,4,0.0,19
364,cell phone,0.9914898872375488,4,0.0,19
365,cell phone,0.7257113456726074,4,0.0,19
366,cell phone,0.5230259299278259,5,0.0,20
367,cell phone,0.9914898872375488,5,0.0,20
368,cell phone,0.7257113456726074,5,0.0,20
369,cell phone,0.5230259299278259,0,0.0,20
370,cell phone,0.9914898872375488,0,0.0,20
371,cell phone,0.7257113456726074,0,0.0,20
372,cell phone,0.9827429056167603,1,0.8286035060882568,19
373,cell phone,0.7370613813400269,1,0.8286035060882568,19
374,cell phone,0.9827429056167603,2,0.0,1
375,cell phone,0.7370613813400269,2,0.0,1
376,cell phone,0.9827429056167603,3,0.0,20
377,cell phone,0.7370613813400269,3,0.0,20
378,cell phone,0.9827429056167603,4,0.0,21
379,cell phone,0.7370613813400269,4,0.0,21
380,cell phone,0.9827429056167603,5,0.0,15
381,cell phone,0.7370613813400269,5,0.0,15
382,cell phone,0.9827429056167603,0,0.0,22
383,cell phone,0.7370613813400269,0,0.0,22
384,cell phone,0.9879940152168274,1,0.9300692081451416,18
385,cell phone,0.7330436110496521,1,0.9300692081451416,18
386,cell phone,0.9879940152168274,2,0.0,0
387,cell phone,0.7330436110496521,2,0.0,0
388,cell phone,0.9879940152168274,3,0.0,20
389,cell phone,0.7330436110496521,3,0.0,20
390,cell phone,0.9879940152168274,4,0.0,26
391,cell phone,0.7330436110496521,4,0.0,26
392,cell phone,0.9879940152168274,5,0.0,35
393,cell phone,0.7330436110496521,5,0.0,35
394,cell phone,0.9879940152168274,0,0.0,27
395,cell phone,0.7330436110496521,0,0.0,27
396,person,0.5856596231460571,1,0.939075231552124,24
397,person,0.5856596231460571,2,0.0,0
398,person,0.5856596231460571,3,0.0,37
